statusCode,statusMessage,userId,facilityId,addressName,itemCode
,,PF_0000778,PF_0000778_01,전북특별자치도 김제시,080400
,,PF_0000780,PF_0000780_01,전북특별자치도 김제시,080400
,,PF_0000806,PF_0000806_01,경상북도 경주시,080300
,,PF_0000824,PF_0000824_01,경상남도 산청군,080400
,,PF_0000842,PF_0000842_01,전북특별자치도 완주군,080300
,,PF_0000844,PF_0000844_01,전북특별자치도 정읍시,080300
,,PF_0000854,PF_0000854_01,전북특별자치도 남원시,132600
,,PF_0000863,PF_0000863_01,충청남도 부여군,090100
,,PF_0000872,PF_0000872_01,경상남도 합천군,132600
,,PF_0001001,PF_0001001_01,전북특별자치도 장수군,080300
,,PF_0001002,PF_0001002_01,전북특별자치도 김제시,080300
,,PF_0001003,PF_0001003_01,전북특별자치도 김제시,080400
,,PF_0001004,PF_0001004_01,전라남도 화순군,080400
,,PF_0001005,PF_0001005_01,전라남도 화순군,080400
,,PF_0001008,PF_0001008_01,전라남도 장성군,080400
,,PF_0001009,PF_0001009_01,충청남도 부여군,080300
,,PF_0001044,PF_0001044_01,전라남도 곡성군,080400
,,PF_0001065,PF_0001065_01,전라남도 화순군,080400
,,PF_0001066,PF_0001066_01,전라남도 장성군,132600
,,PF_0001084,PF_0001084_01,세종특별자치시,090100
,,PF_0001122,PF_0001122_01,경상남도 김해시,132600
,,PF_0001188,PF_0001188_01,경상북도 상주시,090100
,,PF_0001277,PF_0001277_01,경기도 화성시,132600
,,PF_0001278,PF_0001278_01,강원특별자치도 인제군,132600
,,PF_0001279,PF_0001279_01,강원특별자치도 인제군,132600
,,PF_0001280,PF_0001280_01,강원특별자치도 인제군,132600
,,PF_0001281,PF_0001281_01,강원특별자치도 인제군,132600
,,PF_0001282,PF_0001282_01,강원특별자치도 평창군,080400
,,PF_0001283,PF_0001283_01,강원특별자치도 평창군,080400
,,PF_0001284,PF_0001284_01,강원특별자치도 평창군,132600
,,PF_0001285,PF_0001285_01,경상남도 창원시 마산합포구,132600
,,PF_0001286,PF_0001286_01,경상남도 밀양시,132600
,,PF_0001287,PF_0001287_01,경상남도 합천군,132600
,,PF_0001288,PF_0001288_01,경상남도 진주시,132600
,,PF_0001289,PF_0001289_01,경상남도 거창군,080400
,,PF_0001291,PF_0001291_01,경상남도 산청군,080400
,,PF_0001295,PF_0001295_01,경상북도 성주군,080200
,,PF_0001296,PF_0001296_01,전라남도 무안군,26E800
,,PF_0001297,PF_0001297_01,전라남도 무안군,26E800
,,PF_0001298,PF_0001298_01,전북특별자치도 김제시,132600
,,PF_0001299,PF_0001299_01,전라남도 화순군,132600
,,PF_0001300,PF_0001300_01,전라남도 담양군,080400
,,PF_0001301,PF_0001301_01,전라남도 강진군,080400
,,PF_0001302,PF_0001302_01,전라남도 화순군,080400
,,PF_0001303,PF_0001303_01,전라남도 화순군,080400
,,PF_0001306,PF_0001306_01,전라남도 장성군,080400
,,PF_0001307,PF_0001307_01,충청남도 예산군,080400
,,PF_0001336,PF_0001336_01,전라남도 화순군,132600
,,PF_0001374,PF_0001374_01,경상남도 산청군 신안면,080400
,,PF_0001382,PF_0001382_01,전라남도 화순군,080400
,,PF_0001393,PF_0001393_01,경상남도 진주시,132600
,,PF_0001394,PF_0001394_01,경상남도 진주시,132600
,,PF_0001395,PF_0001395_01,경상남도 진주시,132600
,,PF_0001396,PF_0001396_01,전라남도 강진군,132600
,,PF_0001397,PF_0001397_01,전북특별자치도 남원시,132600
,,PF_0001397,PF_0001397_01,전북특별자치도 남원시,132600
,,PF_0001399,PF_0001399_01,전라남도 영광군,132600
,,PF_0001400,PF_0001400_01,전라남도 영광군,132600
,,PF_0001401,PF_0001401_01,전라남도 영광군,132600
,,PF_0001402,PF_0001402_01,전라남도 화순군,080300
,,PF_0001403,PF_0001403_01,전북특별자치도 남원시,132600
,,PF_0001404,PF_0001404_01,전북특별자치도 남원시,132600
,,PF_0001405,PF_0001405_01,경상남도 사천시,080300
,,PF_0001406,PF_0001406_01,전북특별자치도 장수군,080300
,,PF_0001407,PF_0001407_01,전라남도 화순군,080400
,,PF_0001408,PF_0001408_01,강원특별자치도 철원군,132600
,,PF_0001409,PF_0001409_01,경상남도 진주시,132600
,,PF_0001410,PF_0001410_01,경상남도 진주시,132600
,,PF_0001411,PF_0001411_01,전북특별자치도 남원시,132600
,,PF_0001412,PF_0001412_01,전라남도 화순군,080300
,,PF_0001536,PF_0001536_01,전라남도 나주시,132600
,,PF_0001542,PF_0001542_01,경기도 오산시,090100
,,PF_0001614,PF_0001614_01,경상남도 산청군 신안면,080400
,,PF_0001637,PF_0001637_01,경상북도 상주시,090100
,,PF_0001644,PF_0001644_01,경상북도 상주시,090100
,,PF_0001665,PF_0001665_01,경상북도 상주시,090100
,,PF_0001790,PF_0001790_01,경상북도 성주군,080200
,,PF_0001802,PF_0001802_01,전라남도 광양시,132600
,,PF_0001812,PF_0001812_01,전라남도 영광군,132600
,,PF_0002037,PF_0002037_01,충청남도 천안시 서북구,080400
,,PF_0002139,PF_0002139_01,충청남도 홍성군,080400
,,PF_0002285,PF_0002285_01,경상남도 산청군,080400
,,PF_0002286,PF_0002286_01,경상남도 산청군,080400
,,PF_0002287,PF_0002287_01,경상남도 산청군,080400
,,PF_0002288,PF_0002288_01,전라남도 보성군,080400
,,PF_0002289,PF_0002289_01,전북특별자치도 김제시,080400
,,PF_0002290,PF_0002290_01,전라남도 보성군,080400
,,PF_0002291,PF_0002291_01,전라남도 보성군,080400
,,PF_0002292,PF_0002292_01,전라남도 보성군,080400
,,PF_0002293,PF_0002293_01,전라남도 보성군,080400
,,PF_0002295,PF_0002295_01,경상남도 창녕군,132600
,,PF_0002296,PF_0002296_01,전북특별자치도 남원시,132600
,,PF_0002297,PF_0002297_01,전라남도 장성군,080400
,,PF_0002298,PF_0002298_01,경상남도 고성군,132600
,,PF_0002299,PF_0002299_01,경상남도 고성군,132600
,,PF_0002300,PF_0002300_01,경기도 용인시 처인구,230000
,,PF_0002303,PF_0002303_01,전라남도 화순군,080400
,,PF_0002304,PF_0002304_01,전라남도 고흥군,080400
,,PF_0002305,PF_0002305_01,전라남도 화순군,080400
,,PF_0002322,PF_0002322_01,전북특별자치도 완주군,132600
,,PF_0002360,PF_0002360_01,세종특별자치시 연서면,080400
,,PF_0002375,PF_0002375_01,세종특별자치시,090100
,,PF_0002381,PF_0002381_01,경상남도 밀양시,080400
,,PF_0002480,PF_0002480_01,경상북도 성주군,080200
,,PF_0002519,PF_0002519_01,전북특별자치도 군산시,090300
,,PF_0002521,PF_0002521_01,전북특별자치도 군산시,090300
,,PF_0002522,PF_0002522_01,전북특별자치도 김제시,080400
,,PF_0002523,PF_0002523_01,전북특별자치도 부안군,080400
,,PF_0002524,PF_0002524_01,전북특별자치도 부안군,080400
,,PF_0002525,PF_0002525_01,전북특별자치도 군산시,080300
,,PF_0002526,PF_0002526_01,전라남도 담양군,080300
,,PF_0002527,PF_0002527_01,전북특별자치도 김제시,080300
,,PF_0002528,PF_0002528_01,전라남도 영암군,080300
,,PF_0002529,PF_0002529_01,전라남도 강진군,080300
,,PF_0002530,PF_0002530_01,전북특별자치도 완주군,080400
,,PF_0002531,PF_0002531_01,전라남도 화순군,080300
,,PF_0002532,PF_0002532_01,전북특별자치도 완주군,080300
,,PF_0002533,PF_0002533_01,전라남도 화순군,132600
,,PF_0002534,PF_0002534_01,전라남도 장성군,080400
,,PF_0002535,PF_0002535_01,경상남도 함안군,132600
,,PF_0002536,PF_0002536_01,경상남도 함안군,132600
,,PF_0002537,PF_0002537_01,경상남도 함안군,132600
,,PF_0002538,PF_0002538_01,경상남도 함안군,132600
,,PF_0002539,PF_0002539_01,경상남도 의령군,132600
,,PF_0002540,PF_0002540_01,경상남도 의령군,132600
,,PF_0002541,PF_0002541_01,경상남도 의령군,132600
,,PF_0002542,PF_0002542_01,경상북도 상주시,060300
,,PF_0002543,PF_0002543_01,경상북도 상주시,060300
,,PF_0002544,PF_0002544_01,경상북도 상주시,090100
,,PF_0002545,PF_0002545_01,경상북도 상주시,090100
,,PF_0002546,PF_0002546_01,경상북도 상주시,090100
,,PF_0002547,PF_0002547_01,전북특별자치도 남원시,080300
,,PF_0002548,PF_0002548_01,경상남도 창원시 의창구,080300
,,PF_0002549,PF_0002549_01,전라남도 장성군,080400
,,PF_0002550,PF_0002550_01,경상북도 성주군,080200
,,PF_0002551,PF_0002551_01,경상남도 창원시,080300
,,PF_0002552,PF_0002552_01,충청남도 논산시,080400
,,PF_0002633,PF_0002633_01,전라남도 화순군,132600
,,PF_0002884,PF_0002884_01,광주광역시 광산구,080400
,,PF_0002904,PF_0020015_01,서울특별시 종로구,080300
,,PF_0006001,PF_0006001_01,전라남도 무안군,065900
,,PF_0006003,PF_0006003_01,전라남도 무안군,065900
,,PF_0006004,PF_0006004_01,전라남도 순천시,090100
,,PF_0006005,PF_0006005_01,전라남도 보성군,080400
,,PF_0006006,PF_0006006_01,전라남도 보성군,080400
,,PF_0006007,PF_0006007_01,전라남도 순천시,090100
,,PF_0006008,PF_0006008_01,전라남도 보성군,080400
,,PF_0006009,PF_0006009_01,전라남도 보성군,080400
,,PF_0006010,PF_0006010_01,전라남도 보성군,080400
,,PF_0006011,PF_0006011_01,전라남도 보성군,080400
,,PF_0006012,PF_0006012_01,경기도 여주시,080400
,,PF_0006013,PF_0006013_01,경기도 여주시,090300
,,PF_0006014,PF_0006014_01,경기도 여주시,090200
,,PF_0006015,PF_0006015_01,경기도 여주시,090200
,,PF_0006017,PF_0006017_01,경상남도 밀양시,120500
,,PF_0006018,PF_0006018_01,경상남도 양산시,080400
,,PF_0006019,PF_0006019_01,충청북도 진천군,080400
,,PF_0006020,PF_0006020_01,충청북도 청주시,080400
,,PF_0006021,PF_0006021_01,충청북도 옥천군,080400
,,PF_0006022,PF_0006022_01,충청북도 옥천군,080400
,,PF_0006023,PF_0006023_01,충청남도 예산군,080300
,,PF_0006024,PF_0006024_01,충청남도 예산군,080300
,,PF_0006025,PF_0006025_01,충청남도 예산군,080300
,,PF_0006026,PF_0006026_01,경상북도 상주시,060300
,,PF_0006027,PF_0006027_01,경상북도 상주시,060300
,,PF_0006028,PF_0006028_01,경상북도 김천시,090100
,,PF_0006029,PF_0006029_01,경상북도 상주시,090100
,,PF_0006030,PF_0006030_01,경상북도 상주시,090100
,,PF_0006031,PF_0006031_01,경상북도 상주시,090100
,,PF_0006032,PF_0006032_01,경상북도 상주시,080400
,,PF_0006033,PF_0006033_01,경상북도 상주시,080400
,,PF_0006034,PF_0006034_01,경상북도 상주시,090100
,,PF_0006036,PF_0006036_01,경상북도 상주시,060300
,,PF_0006037,PF_0006037_01,경상북도 상주시,060300
,,PF_0006038,PF_0006038_01,경상북도 김천시,080400
,,PF_0006039,PF_0006039_01,경상북도 김천시,080400
,,PF_0006040,PF_0006040_01,충청남도 아산시,080400
,,PF_0006041,PF_0006041_01,경상남도 밀양시,120500
,,PF_0006042,PF_0006042_01,부산광역시 강서구,080300
,,PF_0006043,PF_0006043_01,부산광역시 강서구,080300
,,PF_0006044,PF_0006044_01,경상남도 고성군,080300
,,PF_0006045,PF_0006045_01,부산광역시 강서구,080300
,,PF_0006046,PF_0006046_01,전북특별자치도 정읍시,080300
,,PF_0006047,PF_0006047_01,전북특별자치도 정읍시,080300
,,PF_0006364,PF_0006364_01,충청남도 논산시,080400
,,PF_0006365,PF_0006365_01,충청남도 논산시,080400
,,PF_0006366,PF_0006366_01,충청남도 논산시,080400
,,PF_0006367,PF_0006367_01,전라남도 곡성군,080400
,,PF_0006368,PF_0006368_01,전라남도 곡성군,080400
,,PF_0006369,PF_0006369_01,전라남도 곡성군,080400
,,PF_0006370,PF_0006370_01,전북특별자치도 정읍시,080400
,,PF_0006401,PF_0006401_01,경상북도 고령군,080400
,,PF_0006402,PF_0006402_01,경상북도 김천시,060300
,,PF_0006403,PF_0006403_01,경상북도 칠곡군,080200
,,PF_0006404,PF_0006404_01,경상북도 경산시,080300
,,PF_0006405,PF_0006405_01,경상북도 칠곡군,080200
,,PF_0006406,PF_0006406_01,경상북도 칠곡군,080200
,,PF_0006407,PF_0006407_01,경상북도 칠곡군,080200
,,PF_0006408,PF_0006408_01,경상북도 성주군,080200
,,PF_0006409,PF_0006409_01,경상북도 성주군,080200
,,PF_0006410,PF_0006410_01,경상북도 성주군,080200
,,PF_0006411,PF_0006411_01,경상북도 칠곡군,060300
,,PF_0006412,PF_0006412_01,경상북도 칠곡군,080300
,,PF_0006413,PF_0006413_01,경상북도 고령군,080400
,,PF_0006414,PF_0006414_01,경상북도 칠곡군,080300
,,PF_0006415,PF_0006415_01,경상북도 칠곡군,080300
,,PF_0010001,PF_0010001_01,경상남도 진주시,132600
,,PF_0010002,PF_0010002_01,경상남도 창원시,132600
,,PF_0010003,PF_0010003_01,경상북도 경주시,080400
,,PF_0010004,PF_0010004_01,경상북도 상주시,090100
,,PF_0010005,PF_0010005_01,경상북도 상주시,090100
,,PF_0010006,PF_0010006_01,경상북도 성주군,080200
,,PF_0010007,PF_0010007_01,경상북도 청도군,080400
,,PF_0010008,PF_0010008_01,경상북도 포항시 북구,080400
,,PF_0010009,PF_0010009_01,전북특별자치도 김제시,080300
,,PF_0010010,PF_0010010_01,전북특별자치도 김제시,080400
,,PF_0010011,PF_0010011_01,전북특별자치도 남원시,080400
,,PF_0010012,PF_0010012_01,전북특별자치도 남원시,132600
,,PF_0010013,PF_0010013_01,전북특별자치도 무주군,080300
,,PF_0010014,PF_0010014_01,전북특별자치도 임실군,080300
,,PF_0010015,PF_0010015_01,전북특별자치도 장수군,080300
,,PF_0010016,PF_0010016_01,전북특별자치도 장수군,080300
,,PF_0010017,PF_0010017_01,전북특별자치도 장수군,080300
,,PF_0010018,PF_0010018_01,전북특별자치도 장수군,080300
,,PF_0010019,PF_0010019_01,전북특별자치도 정읍시,080300
,,PF_0010020,PF_0010020_01,전북특별자치도 정읍시,080300
,,PF_0010021,PF_0010021_01,전북특별자치도 정읍시,080400
,,PF_0010022,PF_0010022_01,전북특별자치도 정읍시,080300
,,PF_0010051,PF_0010051_01,전라남도 광양시,132600
,,PF_0010052,PF_0010052_01,전라남도 화순군,080400
,,PF_0010054,PF_0010054_01,전북특별자치도 임실군,080300
,,PF_0010055,PF_0010055_01,충청남도 부여군,080600
,,PF_0010056,PF_0010056_01,충청남도 부여군,080300
,,PF_0010057,PF_0010057_01,충청남도 부여군,080300
,,PF_0010059,PF_0010059_01,경상남도 사천시,080300
,,PF_0010060,PF_0010060_01,경상남도 산청군,080400
,,PF_0010063,PF_0010063_01,경상북도 상주시,090100
,,PF_0010064,PF_0010064_01,경상북도 상주시,060300
,,PF_0010065,PF_0010065_01,전라남도 화순군,080400
,,PF_0010066,PF_0010066_01,전북특별자치도 정읍시,080300
,,PF_0010067,PF_0010067_01,전북특별자치도 남원시,132600
,,PF_0010068,PF_0010068_01,전북특별자치도 진안군,080300
,,PF_0010069,PF_0010069_01,전북특별자치도 김제시,080400
,,PF_0010070,PF_0010070_01,충청남도 부여군,132600
,,PF_0010071,PF_0010071_01,충청남도 부여군,080300
,,PF_0010072,PF_0010072_01,충청남도 부여군,132600
,,PF_0010073,PF_0010073_01,충청남도 부여군,132600
,,PF_0010074,PF_0010074_01,충청남도 부여군,132600
,,PF_0010075,PF_0010075_01,전북특별자치도 김제시,080300
,,PF_0010076,PF_0010076_01,전북특별자치도 김제시,080300
,,PF_0010077,PF_0010077_01,충청남도 부여군,080600
,,PF_0010078,PF_0010078_01,전북특별자치도 임실군,080600
,,PF_0020032,PF_0020032_01,전라남도 화순군,080300
,,PF_0020046,PF_0020046_01,전라남도 영암군,080400
,,PF_0020062,PF_0020062_01,전라남도 담양군,080400
,,PF_0020074,PF_0020074_01,충청남도 부여군,080300
,,PF_0020076,PF_0020076_01,충청남도 부여군,080300
,,PF_0020083,PF_0020083_01,충청남도 홍성군,080400
,,PF_0020085,PF_0020085_01,전북특별자치도 김제시,080400
,,PF_0020124,PF_0020124_01,전북특별자치도 부안군,080400
,,PF_0020144,PF_0020144_01,전북특별자치도 익산시,080400
,,PF_0020209,PF_0020209_01,경상남도 진주시,080300
,,PF_0020353,PF_0020353_01,충청북도 보은군,080300
,,PF_0020354,PF_0020354_01,충청남도 보령시,080400
,,PF_0020355,PF_0020355_01,경기도 안성시,090300
,,PF_0020356,PF_0020356_01,전라남도 화순군,080300
,,PF_0020394,PF_0020394_01,전라남도 보성군,080400
,,PF_0020408,PF_0020408_01,전라남도 화순군,132600
,,PF_0020438,PF_0020438_01,전라남도 장성군,080400
,,PF_0020560,PF_0020560_01,경기도 고양시,132600
,,PF_0020561,PF_0020561_01,전라남도 화순군,080300
,,PF_0020608,PF_0020608_01,충청북도 청주시,080400
,,PF_0020619,PF_0020619_01,전북특별자치도 고창군,065900
,,PF_0020620,PF_0020620_01,경기도 화성시,120500
,,PF_0020626,PF_0020626_01,전북특별자치도 고창군,065900
,,PF_0020627,PF_0020627_01,경상북도 안동시,080600
,,PF_0020638,PF_0020638_01,인천광역시 계양구,080400
,,PF_0020645,PF_0020645_01,충청남도 홍성군,080400
,,PF_0020648,PF_0020648_01,전라남도 장성군,080400
,,PF_0020656,PF_0020656_01,충청남도 천안시,090100
,,PF_0020669,PF_0020669_01,전라남도 나주시,080600
,,PF_0020671,PF_0020671_01,경기도 안산시,080300
,,PF_0020672,PF_0020672_01,전라남도 담양군,080400
,,PF_0020673,PF_0020673_01,전라남도 담양군,080400
,,PF_0020674,PF_0020674_01,전라남도 담양군,080400
,,PF_0020675,PF_0020675_01,경기도 연천군,080400
,,PF_0020676,PF_0020676_01,경기도 양주시,080400
,,PF_0020677,PF_0020677_01,전라남도 고흥군,080400
,,PF_0020678,PF_0020678_01,경기도 화성시,080400
,,PF_0020679,PF_0020679_01,전라남도 보성군,080400
,,PF_0020680,PF_0020680_01,경기도 화성시,080400
,,PF_0020681,PF_0020681_01,전라남도 보성군,080400
,,PF_0020683,PF_0020683_01,전라남도 보성군,080400
,,PF_0020685,PF_0020685_01,전라남도 강진군,080400
,,PF_0020686,PF_0020686_01,경기도 안산시,080400
,,PF_0020687,PF_0020687_01,전라남도 영암군,080400
,,PF_0020688,PF_0020688_01,경기도 화성시,080400
,,PF_0020689,PF_0020689_01,충청남도 홍성군,080400
,,PF_0020694,PF_0020694_01,충청남도 아산시,080400
,,PF_0020696,PF_0020696_01,경상북도 청도군,080400
,,PF_0020697,PF_0020697_01,충청북도 진천군,080400
,,PF_0020698,PF_0020698_01,충청북도 진천군,080400
,,PF_0020699,PF_0020699_01,대전광역시 유성구,080400
,,PF_0020701,PF_0020701_01,전라남도 화순군,080300
,,PF_0020702,PF_0020702_01,전라남도 나주시,080400
,,PF_0020703,PF_0020703_01,광주광역시 광산구,080300
,,PF_0020704,PF_0020704_01,전라남도 장성군,080400
,,PF_0020705,PF_0020705_01,충청남도 천안시,080400
,,PF_0020712,PF_0020712_01,강원특별자치도 철원군,132600
,,PF_0020713,PF_0020713_01,강원특별자치도 철원군,132600
,,PF_0020714,PF_0020714_01,강원특별자치도 철원군,132600
,,PF_0020716,PF_0020716_01,강원특별자치도 철원군,132600
,,PF_0020717,PF_0020717_01,경기도 광주시,080400
,,PF_0020719,PF_0020719_01,경상남도 진주시,080400
,,PF_0020720,PF_0020720_01,경상남도 의령군,132600
,,PF_0020721,PF_0020721_01,경상남도 의령군,132600
,,PF_0020722,PF_0020722_01,경상남도 의령군,132600
,,PF_0020723,PF_0020723_01,경상남도 사천시,080400
,,PF_0020724,PF_0020724_01,경상북도 경주시,080300
,,PF_0020725,PF_0020725_01,경상북도 고령군,080300
,,PF_0020726,PF_0020726_01,전라남도 영암군,080300
,,PF_0020727,PF_0020727_01,전라남도 영광군,080400
,,PF_0020728,PF_0020728_01,전북특별자치도 김제시,080400
,,PF_0020729,PF_0020729_01,전북특별자치도 부안군,080400
,,PF_0020730,PF_0020730_01,전북특별자치도 부안군,080400
,,PF_0020731,PF_0020731_01,전북특별자치도 완주군,080400
,,PF_0020732,PF_0020732_01,전북특별자치도 김제시,080400
,,PF_0020733,PF_0020733_01,전북특별자치도 김제시,080400
,,PF_0020734,PF_0020734_01,충청남도 보령시,080400
,,PF_0020735,PF_0020735_01,충청남도 부여군,090100
,,PF_0020736,PF_0020736_01,경기도 평택시,090100
,,PF_0020738,PF_0020738_01,경기도 평택시,080300
,,PF_0020745,PF_0020745_01,전북특별자치도 김제시,080300
,,PF_0020747,PF_0020747_01,전라남도 담양군,080400
,,PF_0020748,PF_0020748_01,전북특별자치도 김제시,080300
,,PF_0020749,PF_0020749_01,전라남도 나주시,080300
,,PF_0020756,PF_0020756_01,전북특별자치도 남원시,132600
,,PF_0020757,PF_0020757_01,전라남도 화순군,090100
,,PF_0020758,PF_0020758_01,경상남도 사천시,080300
,,PF_0020760,PF_0020760_01,전북특별자치도 진안군,080300
,,PF_0020761,PF_0020761_01,전라남도 함평군,080300
,,PF_0020762,PF_0020762_01,충청남도 부여군,090100
,,PF_0020763,PF_0020763_01,충청남도 부여군,080300
,,PF_0020764,PF_0020764_01,전북특별자치도 김제시,080300
,,PF_0020772,PF_0020772_01,경상남도 진주시,080400
,,PF_0020968,PF_0020968_01,전북특별자치도 임실군,080300
,,PF_0020974,PF_0020974_01,경기도 여주시,080300
,,PF_0020975,PF_0020975_01,충청남도 부여군,080400
,,PF_0020977,PF_0020977_01,경상남도 하동군,080400
,,PF_0020994,PF_0020994_01,경기도 안성시,090100
,,PF_0021128,PF_0021128_01,대구광역시 군위군,080400
,,PF_0021193,PF_0021193_01,전북특별자치도 완주군,080300
,,PF_0021196,PF_0021196_01,전북특별자치도 군산시,080300
,,PF_0021197,PF_0021197_01,전북특별자치도 완주군,080300
,,PF_0021199,PF_0021199_01,전북특별자치도 김제시,080300
,,PF_0021200,PF_0021200_01,전북특별자치도 김제시,080300
,,PF_0021229,PF_0021229_01,경상남도 함안군,080300
,,PF_0021230,PF_0021230_01,경상남도 창녕군,080300
,,PF_0021231,PF_0021231_01,전북특별자치도 김제시,080300
,,PF_0021232,PF_0021232_01,경상남도 사천시,080300
,,PF_0021233,PF_0021233_01,전북특별자치도 진안군,080300
